Column1,Column2,channel_title,username,comment_text,emotion
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@AshokBabu-k7b,"LINK ఓపెన్ అయితే బిగ్ బాస్ కి వెళ్దామనే, అయినా వాళ్లేదో FORMALTY గా రిజిస్ట్రేషన్ ప్రాసెస్ పెట్టారు కానీ నిజానికి రిజిస్ట్రేషన్ చేసుకున వాళ్ళని ఎవ్వరిని కాంటెస్ట్స్ గా సెలెక్ట్ చేయరు , ఆల్రెడీ ఎవ్వరిని పంపాలి అనే లిస్ట్ రెడీ అయి ఉంటుంది, కాబట్టే మీరు BB KI VELALANE ALOCHANA MARCHI POIEE MEE CAREER PIE DRUTI PETANDI.",neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@AshokBabu-k7b,BROTHER MEE DP LO UNNA వ్యక్తి CELEBRATY NA. ANTE EDHINA FILM HERO NA.. చూడటానికి సొట్టబుగ్గలు తో చాలా బాగున్నాడు.,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@AshokBabu-k7b,"నిజామా BROTHER MEERU CHALA HANSOME GA UNNARU DP LO , AIETHE MEELANTI VALLU KACHITHUM GA VELLAVACHU SHOWS KI.",neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@vinu008,షరతులు వర్తిస్తాయి 😂😂😂,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@MANIKANTA-nq1hv,వెళ్ళిన 4 లేదా 5 వారములో ఎలాగో ఎలిమినేట్ చేస్తారు.వెళ్ళడం టైమ్ వేస్ట్. సెలెబ్రిటీలు ఎలాగో కాలీగా ఉంటారుకదా. వాళ్ళనే వెళ్ళనివండి.,anger
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@MalleswariB-hg7fb,మాలాంటి వాళ్లకు కూడా ఒక ఛాన్స్ ఇవ్వండి సార్ మేము లేబర్ లమే. ఒక పూట పనికి వెళ్తేనే బతికే వాళ్ళు అలాంటి వాళ్ళకే కాదు సార్ మాలాంటి వాళ్లకు కూడా అన్నం పెట్టండి,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@ManaVillageTalent,మేము వస్తాం సార్ మేము కామన్ మ్యాన్ ల మే కాదు కామ లేని మ్యాన్ లాము కూడా😂,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@AshokBabu-k7b,Bro first nenu mee comment ni కామం leni valaum ani chidivi thega నవ్వుకున్నా తరువాత ఎండ్ కమ్ ఎలా పెట్టారు అని సరిగా చదివాను.,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@Ram-my2yv,అంతా కన్నడ తమిళ్ వల్లే ఉంటారు బిగ్ బాస్ తెలుగు కాదు బిగ్ బాస్ కన్నడ తమిళ అనాలి😂,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@munjetisaikumarisaikumari4880,ముందు తెలుగు వాళ్ళని తీస్కోండి అలా అని సీరియల్ వాళ్ళని కాదు,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@patipandlakumari3288,ఎన్టీఆర్ ని హోస్ట్ ga పేటండి,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@SravanthiQueen124,కానీ మాలాంటి వాళ్ళు అని ఎందుకు తీసుకుంటారు గొప్ప గొప్ప యాక్టర్ లని రిచ్ పీపుల్స్ ఇన్😢😢,sadness
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@SravanthiQueen124,అది కొంతమందికి ఉంటది అందరికీ ఉంటదా ఆడవారికి కూడా కొంచెం ఛాన్స్ ఇవ్వాలి నాకైతే చాలా ఇంట్రెస్ట్ వెళ్లాలని,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@Gummapu-Subhasini12345,నాకురావలి ఉంది కాని ఏలా రావలో తెలియదు,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@BoiniSailu-sx8xq,మనకు తెలిసిన వాళ్లకు ఓటు వేయడం కాదు ఎవరో తెలియని వాలా అట చుసి ఓటు వేయడం గొప్ప నాగ్ సార్ సూపర్ 👍👌👌👌👌👌👌❤️❤️,happiness
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@P.maneeshaMn-pd2zh,కామన్ మాన్ అని చెప్పి ఆ పల్లవి ప్రశాంత్ గాడిని తీసుకొండి సరిపోద్ది😂😂,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@b.rajunadimpalli2258,రావాలి అని వుంది కానీ రాను,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@AllrounderSubbu,మీరు బాగానే చెప్పారు కానీ అక్కడికి వెళ్లి అప్లై చేస్తే కావడమే లేదు,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@AshokBabu-k7b,"ఇప్పుడు సామాన్యులగా హౌస్ లోకి వెళ్తారు , హౌస్ నుండి బయటకు వచ్చిన తర్వాత నేను BIGG BOSS కాంటెస్ట్ నీ, నేను సెలబ్రెటీనీ అనే పొగరు , గర్వం ,అహంకారం చూపిస్తారు.🎉",neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@BiggBossContests,Bigg boss 99% correct polls kosam nanu subscribe cheyalsindhe thappadu 100 days live poll conducted చేయబోతున కాబట్టి ఇంత వరకు e ఈ రకంగా ఎవరు కండక్ట్ చేయలేదు ఫస్ట్ టైం మనమే,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@RomNarvik,మాకు వద్దూ బాస్.. #romnarvik channel లో మంచి వీడియోలు చేసుకొంటూ enjoy చేస్తున్నాం.. ఆఫ్రికా 🌍 #Tanzania దేశంలో,happiness
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@SabihaShaik-l3o,బిగ్ బాస్ షో కి హోస్ట్ గా ఒక్కసారి అయినా బాలయ్య చేస్తే చూడాలని ఆశ,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@satyavathimerla9701,నేను రాను బాబు,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@ramadevikolukonda2880,BB9 సూపర్ గా ఉండాలి అంటే jr NTR రావలిసిందే నాగ్ సార్ బోర్ కొట్టారు కిక్ లేదు బాలయ్య వచ్చిన అదిరిపోద్ది,happiness
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@ramadevikolukonda2880,ఇప్పుడు వచ్చే సీసన్స్ వాళ్ళు చెప్పినంత ఏమి ఉండదు ఎప్పుడు చూడు అదే గేమ్స్ పాత వాళ్ళ నీ రిపీట్ గా తీసుకు వస్తారు యాడ్ గేమ్ వచ్చినప్పుడు చూడబుధ్దీ కావటం లేదు,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@yaravareddy54321,ఒకవేళ మేము బిగ్ బాస్ కి వచ్చినా మాకు ఎవరు ఓట్ చేస్తారు 😂😂😂😂😂😂😂,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@VaralakshmiGanta-n5o,మాకు అవకాశం ఇవ్వండి సార్,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@VaralakshmiGanta-n5o,నేను వస్తా బిగ్ బాస్ షో కి,neutral
BN1YEHkhXXc,BIGG BOSS Season 9 | Call For Entries | Coming Soon | Nagarjuna | Star Maa,Star Maa,@surampudisaicharancharan5064,Telugu vallu ఉన్నారు కదా వాళ్ళు పనికి రారా తెలుగు వాళ్ళలో లేనిది ఏంటి వేరే రాష్ట్రాల వాళ్లకు ఉన్నది ఏంటి,neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@mrcoolworld7110,సోనియా మొహం మడిపోటినట్టుంది 😂,neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@V9N007,"(BIG BOSS TELUGU MUSLIM BAISED SHOW) Nabeel గాడిని చూపించిన చూపియ్యక పోయినా, వాడు ఆడిన ఆడకపోయినా HE HAS NOTHING TO LOOSE ( BECAUSE MUSLMS getting IMMUNITY FOR almost 12weeks Guaranteed 👉 for getting Muslm Audience ""although they don't give a §hit about this show) (after this message viral They drop 2 Wildcard muslms and Eliminate them slowly Nabeel will continue to last) It's clear and the show says it's all not Biased, not Partiality 🙄 Last season So many beeps by Yawar, English Hindi talk, Property damage, Fights, Anger, Temper and He Went to Last weeks 👉 pleading for MUSLM AUDIENCE Although they don't give a Fuc- this is reality 🤷",neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@Lucky-un7sl,నబీల్ సూపర్ గా చేసినారు 🎉🎉,happiness
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@charan5179,బిగ్ బాస్ లో సామాన్యులకు అవకాశం ఇవ్వండి #BiggBossTelugu8,neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@1.vijaya,Soniya valla నిఖిల్ fullga bad ayyadu,sadness
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@MadagoniVenkataramana-l4c,సీత.....🎉,neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@Dayakarreddy-td3kh,"అస్సాం దాటి ఇండియా బార్డర్ దాటి ఆఫ్ఘనిస్థాన్ పోయిన ఎర్రగడ్డ పిచ్చోడు నడిపే ఈ తోక్కలో బిగ్ బాస్ కి ప్రోమోలు వాటిని సోషల్ మీడియా లో పోస్టు చైడాలు, సిగ్గులేకపోతేసరి",neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@saraswathivennapusa7494,యక్షిని (యశ్మి )... శాకిని (సోనియా ) మద్యలో ఇరుకున్న మణి,neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@Sai-Srinivas,సోనియా ఎలిమినేట్ అవాలని 100% అనుకుంటున్నారు😂😂,neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@ilovejesus8578,"యెష్మి, ప్రేరణ, నబీల్ ❤️❤️❤️❤️❤️",neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@TSreedev,దూల తీర్చేశాడు to contestants by physco Bigg Boss.,neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@smileyrj2272,సీత ❤,neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@sangulaxman5599,సోనియా అంత worest player BB house history లొనే లేదు...,anger
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@PalaKrishna-r1f,E seson ఎంత లేపినా అవ్వదు,neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@ThukappaShanmugam,Nabeeel super ga chasadsu chala బాగుంది immation,happiness
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@vikramdamera9759,నబీల్ ❤️,neutral
iY6OQD0JeOs,Bigg Boss Telugu 8 | Day 25 - Promo 2 | Non-Stop Comedy | Nagarjuna | DisneyPlusHotstarTelugu,JioHotstar Telugu,@Charlie1217-f6i,ఇమిటేటింగ్ టాస్క్ లో అందరూ ఇరగదీసేలా వున్నారు అని ఎంత మందికి అనిపిస్తుంది🙋🙋🙋,happiness
uqbLXxbo998,BIG BREAKING : టాలీవుడ్ లో షూటింగ్స్ బంద్ !! | Tollywood Latest News | NTV ENT,NTV Entertainment ,@N.ranadheerNimma,సినిమాలు తీసేది రెండు సంవత్సరాల కు ఒక్క సారి లేకుంటే రెండు నెల్లలు మూడు నెలలు లేటుగా వేస్తారు మళ్ళీ ఏదో గోల ముందు సంవత్సరానికి నాలుగు సినిమాలు తెయ్యండి అప్పుడు ఆలోచిద్దాం❤❤❤❤,neutral
uqbLXxbo998,BIG BREAKING : టాలీవుడ్ లో షూటింగ్స్ బంద్ !! | Tollywood Latest News | NTV ENT,NTV Entertainment ,@vakitirajuraju7420,తెర మీద మేకప్పులు వేసుకుని షూటింగ్ చేసే వాళ్లకు ఉన్న వాల్ వి ఎండనక వాననక చలి అనక కష్టపడే రైతుకు లేదు😢,sadness
uqbLXxbo998,BIG BREAKING : టాలీవుడ్ లో షూటింగ్స్ బంద్ !! | Tollywood Latest News | NTV ENT,NTV Entertainment ,@vakitirajuraju7420,రైతులు చచ్చిపోతుంటే పట్టించుకోరు ఈ న్యూస్ ఛానల్ వారు,anger
uqbLXxbo998,BIG BREAKING : టాలీవుడ్ లో షూటింగ్స్ బంద్ !! | Tollywood Latest News | NTV ENT,NTV Entertainment ,@Safh185,హీరోలకు రెమ్యూనరేషన్లు తగ్గించాలి. ఆ ఖర్చు సినిమా మీద పెడితే మంచి సినిమా వస్తుంది. టికెట్ రేట్లు తగ్గుతాయి. ఈ విషయంలో మనం మలయాళం సినిమా ఇండస్టీ వాళ్ళని చూసి నేర్చుకోవాలి. ❤❤❤❤❤❤❤❤❤,neutral
uqbLXxbo998,BIG BREAKING : టాలీవుడ్ లో షూటింగ్స్ బంద్ !! | Tollywood Latest News | NTV ENT,NTV Entertainment ,@rajeshkanneboina2654,హీరోస్ కాదు మెయిన్ యాక్టర్స్ కి,neutral
uqbLXxbo998,BIG BREAKING : టాలీవుడ్ లో షూటింగ్స్ బంద్ !! | Tollywood Latest News | NTV ENT,NTV Entertainment ,@Safh185,మంచిది ! 😂😂😂😂😂😂😂,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@kondalasaikumar4201,తొక్క లో bollywood నార్త్ side 90% peoples చాలా వరకు మన తెలుగు dubbes మూవీస్ చూస్తున్నారు మన మూవీస్ కి చాలా లైక్ చేస్తారు,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@Jklk-g3x,అల్లు అతురెడ్డి 😂,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@bommisrihari,లంజాకొడుకు endhuku అంత అంత డబ్బులు పెట్టీ సినిమాలు తీసి జనాల దగ్గరా పైసలు దొబ్బడం టికెట్ రేట్లు పెంచడం లంజ కొడుకులకి అలవాటు ఐపోయింది మీనింగ్ లేని సినిమాలకి లక్షల కోట్లు ఖర్చు చేస్తున్నారు సినిమా ఫీల్డ్నీ commercial చేసేరు,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@DhanushDharani-s8l,OGలో నేషనల్ కాదు ఇంటర్నేషనల్ కాదు గ్రహాంతరవాసులను తీసుకున్నా కొనేవాడు అయితే దొరకడు చిట్టిమల్లు పరిస్థితే అన్ని సినిమాలకు 😂😂😂😂😂,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@prakashreddykarri,ఎవరైనా చెప్పండయ్య ఇది కల లేక నిజంగానే నేను న్యూస్ చూస్తున్న ?,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@gugulothnareshhsd,బాలిహుడ్ హాలిహుడ్ మొగోడు.... మా అన్న ప్రభాస్.... ఎన్టీఆర్.... ❤️❤️🐆🐆🐆🐆,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@a.srinivas2735,ప్రభాస్ ఓకే.... బట్.....,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@KORRASIMHADRI-t3h,ఓజీ...,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@KORRASIMHADRI-t3h,ఒకప్పుడు ప్రబాస్ అలాగే అల్లు అర్జున్ కూడా నార్త్ లో ఎవరికీ తెలియదు ఇప్పుడు పాన్ ఇండియా స్టార్ కాలేదా? కాంతర సినిమాను తీసి ధియోటర్స్ లో వచ్చే వరకు మాక్కూడా తెలియదు.కానీ ఇప్పుడు పాన్ ఇండియా మూవీ పాన్ ఇండియా స్టార్... అవ్వ లేదా ఎన్ని చూడలేదు అలాగే పవర్ స్టార్ ను కూడా ఈ సినిమా తో పాన్ ఇండియా స్టార్ అవుతాడు రాసి పెట్టుకో...,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@GsrRaju-gf1tc,బర్రె మొఖము ప్రభాస్ గాడు పెద్ద యాక్టర్ ఏమిటి రా,neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@k.s.nreddy1177,"​@@KORRASIMHADRI-t3h వాళ్ళు పెర్ఫార్మెన్స్ బేస్డ్ యాక్టర్స్,ఫ్యాన్ బేస్డ్ యాక్టర్స్ కాదు😂",neutral
2grHSIFgaM4,టాలీవుడ్ అంటే నేషనల్ కాదు ఇంటర్నేషనల్.. | Tollywood 2 Bollywood News - TV9,TV9 Entertainment,@srisrikanth8701,పా లు తాగావా చిన్నా భజ్జో నాన్న,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@Premkumar-lk3dy,"నితిన్, అల్లు అర్జున్ 2005 నుండే స్టార్ట్ చేశారు 🙏",neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@jsrinivas6506,రాం చరణ్🔥🔥🔥🔥🔥,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@MotiveMantra-o9w,Bongula ఉంది నీ order,anger
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@naveennani7713,ప్రభాస్....అన్న,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@santhoshnagasamudrala6465,సునీల్ లేడు అనుకున్న సునీలే no.1 ఉన్నాడు,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@EGopalGopal-dh9oe,1 రానా రాంచరణ్ Aa నిఖిల్,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@englishgarden7868,"Rana ఐపోయాక prabhas అనుకున్నా,,,, కానీ సునీల్ కామెడీ లాగా వీడియోని కామెడీ తో ఎండ్ చేశారు...",neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@ashoknadipintiashoknadipin212,"శాంతం ప్రభాస్ ని తీసేసారు కదరా,?? మరి ఫస్ట్ లో సునీల్ ని పెడతావ్ ఏంటి గురు ఆ ఒక్క సినిమాయే గా google,, వీరందరిలో సుధీర్ బాబు బెస్ట్",neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@SRKSEP3,😂 Navdeep ki ఎవరిదో పెట్టారు 😂,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@jayasekharmatta1860,సుధీరబాబు అసలైన body ❤❤❤,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@SreekanthreddyPeram,Real star Srihari గారు ఎక్కడర,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@sunil.m7991,శ్రీహరి is no 1,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@Devanadam-v3x,Maa manchu babu ni మర్చిపోయారు.....😂😂,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@Dilipviktar11111,ఎన్టీఆర్ బ్యూటీ 6ప్యాక్ హైలెట్,neutral
JPveU7GwnqU,top 10 six pack tollywood actors 2023 in tharun facts telugu,tharun facts telugu ,@bharathkarri59,బాలకృష్ణ లేడా... బ్లడ్ బొక్క అంటాడు...,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@GopiK-f4e,సౌందర్య ఎక్కడికి పోయింది రా పుక్కా,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@beemeshreddyrajula813,సౌందర్య మెగాస్టార్ గారితో అన్నయ్య మూవీ చేసింది కదరా మరి సౌందర్య గారిని ఎలా మర్చిపోయావ్,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@premtulasi9477,సౌందర్య యాడికిపోయిందో,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@subhashinisrusti2887,Nee మొఖానికి చెప్పటం కూడా రాదా.. అదేదో చిరు తో చేసినందుకే చనిపోయారు అన్నట్టు చెప్తున్నావ్.,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@thummadevadanam87,ఓరే ఇవి మాకవసరమా!!!!,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@SoujanyaReddy0108,సౌందర్యను ఎలా మరిచారు?,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@CharlagudemSiddu-ig6xd,సౌందర్యం కూడా లేదు ర అయ్యా,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@gudaveenarani1745,సౌందర్య.,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@raghuvignesh2722,"వాళ్ళు చీరంజివి తో మాత్రమే హీరోయిన్ లుగా చేశారా? ఇంక ఎవ్వరితోనూ చేయలేదా. వీళ్ళందరూ "" ఫస్ట్ హీరోయిన్"" లుగా చేసిన హీరోలు వేరే ఉన్నారు.",neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@rajirajeswari5255,సౌందర్య,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@psomashekar629,ఏమి పనికి మాలిన పని పెట్టుకున్నావు బయ్య నేనె బెకారు కాడిని అనుకుంటుంటి ఇన్ని రోజులు నీవు నాకంటె పెద్ద బెవర్స ఉన్నంటున్నావు ఏమి పోశ్టు పెట్టలనో తెలియకుంటె ఇంత న మరి వాళ్ళు ఉంటె ఏది పౌతె ఎది బై,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@sreelatharajrealestates,ఇంద్ర,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@n.v.smanohar08-gp6qn,సౌందర్య గారు,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@BaleNagaraju-b1l,సౌందర్య మెయిన్ యాక్టర్,neutral
hETvIfpLqXc,These Chiranjeevi Heroines Died recently | Megastar Chiranjeevi Movies | Tollywood Stuff,Tollywood Stuff,@TMalliswari-f8j,వాళ్ళందరూ పోయారు ఈయన ఇంకా పోలేదు అనేక నువ్వు అనేది 😂😂😂,neutral
